time,hourly_demand,temperature_2m,relative_humidity_2m,wind_speed_10m,apparent_temperature
2000-01-01 00:00:00,34673.89999998,23.1,96,6.4,27.4
2000-01-01 01:00:00,33502.99999998,23.0,97,6.2,27.2
2000-01-01 02:00:00,32287.59999998,22.8,97,3.9,27.3
2000-01-01 03:00:00,31059.39999999,21.9,97,1.3,26.2
2000-01-01 04:00:00,30272.7,21.7,98,3.5,25.7
2000-01-01 05:00:00,29575.099999970003,21.6,98,5.8,25.3
2000-01-01 06:00:00,27731.59999997,21.7,98,6.1,25.3
2000-01-01 07:00:00,25917.89999998,21.9,97,4.6,25.8
2000-01-01 08:00:00,26285.29999999,22.2,96,4.1,26.3
2000-01-01 09:00:00,27146.79999999,22.4,96,6.6,26.1
2000-01-01 10:00:00,27964.89999998,22.8,94,5.6,26.7
2000-01-01 11:00:00,28215.7,23.4,95,5.6,27.8
2000-01-01 12:00:00,27909.79999999,24.1,95,5.9,28.8
2000-01-01 13:00:00,27329.59999999,25.4,93,6.9,30.6
2000-01-01 14:00:00,27082.69999998,25.9,90,8.2,30.9
2000-01-01 15:00:00,27192.79999998,25.5,82,11.6,28.8
2000-01-01 16:00:00,27546.2,24.5,87,11.5,27.8
2000-01-01 17:00:00,28397.099999970003,24.5,87,8.9,28.1
2000-01-01 18:00:00,30499.69999999,24.1,88,8.0,27.9
2000-01-01 19:00:00,34615.399999990004,23.6,90,6.0,27.6
2000-01-01 20:00:00,39175.89999999,23.2,91,6.2,27.1
2000-01-01 21:00:00,39852.1,22.9,92,6.6,26.6
2000-01-01 22:00:00,38256.0,22.8,92,6.6,26.4
2000-01-01 23:00:00,35185.49999999999,22.5,93,7.1,25.9
2000-01-02 00:00:00,32128.79999998,22.3,93,8.1,25.6
2000-01-02 01:00:00,30342.199999979995,22.2,93,8.1,25.5
2000-01-02 02:00:00,29336.69999999,22.1,94,8.4,25.3
2000-01-02 03:00:00,28769.6,22.1,96,8.3,25.4
2000-01-02 04:00:00,28426.2,22.1,96,8.3,25.4
2000-01-02 05:00:00,28593.89999999,22.0,96,8.7,25.3
2000-01-02 06:00:00,27753.59999999,22.0,96,9.0,25.2
2000-01-02 07:00:00,26624.09999998,22.5,94,10.5,25.6
2000-01-02 08:00:00,27507.69999999,22.9,93,12.2,25.8
2000-01-02 09:00:00,28648.09999999,24.0,91,13.0,27.2
2000-01-02 10:00:00,29458.99999999,24.3,91,12.9,27.7
2000-01-02 11:00:00,29863.899999970003,25.1,85,11.6,28.5
2000-01-02 12:00:00,29887.29999998,25.0,85,15.2,27.9
2000-01-02 13:00:00,29701.09999999,24.1,92,14.8,27.3
2000-01-02 14:00:00,29516.19999998,23.3,93,12.5,26.4
2000-01-02 15:00:00,29558.9,23.3,92,12.0,26.3
2000-01-02 16:00:00,30081.09999999,23.7,88,10.9,26.8
2000-01-02 17:00:00,31060.6,23.0,89,9.2,26.0
2000-01-02 18:00:00,32964.59999999,22.8,90,12.2,25.4
2000-01-02 19:00:00,36758.600000000006,22.5,92,11.6,25.2
2000-01-02 20:00:00,40961.4,22.1,94,10.5,25.0
2000-01-02 21:00:00,41665.79999999,22.0,95,10.0,25.0
2000-01-02 22:00:00,39301.49999999,21.9,95,9.4,24.8
2000-01-02 23:00:00,35969.59999999,21.9,94,8.6,24.9
2000-01-03 00:00:00,32601.89999998,21.9,94,6.8,25.2
2000-01-03 01:00:00,30667.09999998,21.9,94,5.5,25.4
2000-01-03 02:00:00,29916.99999997,21.7,94,6.9,24.9
2000-01-03 03:00:00,29415.2,21.4,97,11.8,24.0
2000-01-03 04:00:00,29527.99999998,21.3,97,15.3,23.3
2000-01-03 05:00:00,30582.69999998,21.0,96,16.8,22.5
2000-01-03 06:00:00,31901.19999997,20.8,95,16.8,22.2
2000-01-03 07:00:00,33749.49999997,21.0,95,15.3,22.6
2000-01-03 08:00:00,36734.99999996,21.3,94,15.1,23.1
2000-01-03 09:00:00,38828.79999999,21.7,94,12.6,24.1
2000-01-03 10:00:00,39784.2,22.0,94,13.1,24.4
2000-01-03 11:00:00,39874.8,22.2,93,15.5,24.3
2000-01-03 12:00:00,38948.49999998,22.1,94,15.1,24.3
2000-01-03 13:00:00,39919.8,22.1,94,12.7,24.6
2000-01-03 14:00:00,40798.5,22.3,93,12.1,24.9
2000-01-03 15:00:00,40864.39999999,21.9,95,12.2,24.5
2000-01-03 16:00:00,40898.49999999,21.6,94,10.3,24.2
2000-01-03 17:00:00,40331.69999998999,21.5,95,8.3,24.5
2000-01-03 18:00:00,39831.4,21.4,95,9.2,24.3
2000-01-03 19:00:00,41604.79999999,21.4,96,8.4,24.4
2000-01-03 20:00:00,45137.89999999,21.4,96,9.5,24.3
2000-01-03 21:00:00,45116.0,21.6,96,10.3,24.4
2000-01-03 22:00:00,42882.59999999,21.6,95,10.7,24.3
2000-01-03 23:00:00,39282.2,21.5,95,10.6,24.2
2000-01-04 00:00:00,35746.700000000004,21.5,94,10.0,24.2
2000-01-04 01:00:00,33413.999999980006,21.5,94,10.2,24.2
2000-01-04 02:00:00,32374.39999999,21.5,94,9.0,24.3
2000-01-04 03:00:00,31868.9,21.5,94,7.9,24.4
2000-01-04 04:00:00,31994.39999999,21.2,95,7.2,24.2
2000-01-04 05:00:00,32878.4,21.1,95,7.4,24.0
2000-01-04 06:00:00,33897.09999999,21.1,95,8.3,23.9
2000-01-04 07:00:00,35682.4,22.5,92,7.6,25.7
2000-01-04 08:00:00,38847.3,23.9,85,10.5,26.8
2000-01-04 09:00:00,40634.4,24.8,84,8.0,28.4
2000-01-04 10:00:00,41312.49999999,25.8,82,8.3,29.7
2000-01-04 11:00:00,41303.6,26.5,77,10.5,29.9
2000-01-04 12:00:00,40560.6,27.2,73,11.0,30.4
2000-01-04 13:00:00,41703.69999999,27.8,68,9.9,31.2
2000-01-04 14:00:00,42269.79999999,27.5,68,12.2,30.1
2000-01-04 15:00:00,42088.7,26.3,71,11.6,28.8
2000-01-04 16:00:00,42409.19999999,25.9,74,7.2,29.1
2000-01-04 17:00:00,41533.7,25.7,75,4.2,29.5
2000-01-04 18:00:00,40633.49999999,25.3,79,4.2,29.2
2000-01-04 19:00:00,42507.39999999,24.4,83,4.0,28.3
2000-01-04 20:00:00,45771.299999990006,23.7,86,5.2,27.5
2000-01-04 21:00:00,45986.49999999,23.2,89,6.2,26.7
2000-01-04 22:00:00,43934.69999999,22.8,90,6.7,26.2
2000-01-04 23:00:00,40246.1,22.5,91,7.7,25.7
2000-01-05 00:00:00,36190.79999999,22.2,92,8.8,25.1
2000-01-05 01:00:00,33887.49999999,22.1,92,9.3,25.0
2000-01-05 02:00:00,32899.2,22.1,92,8.2,25.1
2000-01-05 03:00:00,32637.49999999,21.9,93,7.1,25.1
2000-01-05 04:00:00,32739.99999998,21.6,94,6.2,24.8
2000-01-05 05:00:00,33526.200000000004,21.3,95,5.4,24.6
2000-01-05 06:00:00,34477.69999997,21.4,95,6.5,24.5
2000-01-05 07:00:00,36374.39999999,22.0,93,6.1,25.4
2000-01-05 08:00:00,39552.99999999,22.8,89,8.8,25.9
2000-01-05 09:00:00,41504.39999999,23.8,88,9.4,27.2
2000-01-05 10:00:00,42333.89999998,25.1,85,8.0,29.0
2000-01-05 11:00:00,42068.89999998,25.6,83,6.9,29.8
2000-01-05 12:00:00,41240.49999998,26.4,78,7.7,30.3
2000-01-05 13:00:00,42392.59999999,26.8,75,6.6,30.7
2000-01-05 14:00:00,43423.89999999,27.4,72,5.0,31.8
2000-01-05 15:00:00,43561.7,28.6,64,1.8,32.7
2000-01-05 16:00:00,43506.69999998999,27.1,71,5.0,30.9
2000-01-05 17:00:00,42673.69999998999,25.4,80,4.4,29.6
2000-01-05 18:00:00,41159.39999999,24.5,84,4.0,28.7
2000-01-05 19:00:00,42147.69999999,24.0,87,4.8,28.1
2000-01-05 20:00:00,46256.19999999,23.5,90,4.0,27.6
2000-01-05 21:00:00,46905.79999999,23.1,92,3.7,27.2
2000-01-05 22:00:00,45601.69999998,22.7,94,3.6,26.9
2000-01-05 23:00:00,42021.69999999,22.2,96,3.3,26.3
2000-01-06 00:00:00,37911.100000000006,22.0,96,4.4,26.0
2000-01-06 01:00:00,35441.39999998,21.8,96,4.3,25.7
2000-01-06 02:00:00,35075.3,21.6,97,4.1,25.4
2000-01-06 03:00:00,34426.09999999,21.5,97,3.7,25.3
2000-01-06 04:00:00,33740.19999999,21.2,97,5.0,24.7
2000-01-06 05:00:00,34626.59999999,21.1,97,5.2,24.5
2000-01-06 06:00:00,35536.5,21.2,97,7.4,24.4
2000-01-06 07:00:00,37336.19999999,22.2,95,6.4,25.8
2000-01-06 08:00:00,40197.69999999,23.5,89,5.4,27.4
2000-01-06 09:00:00,42268.59999999,24.7,87,6.8,28.8
2000-01-06 10:00:00,42979.2,25.6,85,5.4,30.2
2000-01-06 11:00:00,42789.4,26.7,79,4.6,31.7
2000-01-06 12:00:00,42006.39999999,28.0,70,4.8,33.9
2000-01-06 13:00:00,43325.8,28.4,68,4.1,33.5
2000-01-06 14:00:00,43877.49999998,28.4,68,4.0,32.6
2000-01-06 15:00:00,43732.89999998,26.5,76,3.3,31.0
2000-01-06 16:00:00,43932.99999999,25.0,85,2.5,29.8
2000-01-06 17:00:00,43042.09999999,24.3,89,1.9,29.0
2000-01-06 18:00:00,41218.99999999,23.9,91,2.1,28.8
2000-01-06 19:00:00,41918.39999999,23.5,95,4.6,28.1
2000-01-06 20:00:00,46527.09999999,23.1,95,5.1,27.5
2000-01-06 21:00:00,47180.89999999,22.9,96,4.5,27.2
2000-01-06 22:00:00,45379.4,22.6,97,4.3,26.9
2000-01-06 23:00:00,41720.39999999,22.5,97,3.3,26.9
2000-01-07 00:00:00,38109.799999990006,22.3,98,2.7,26.7
2000-01-07 01:00:00,35713.29999998,22.0,98,3.0,26.4
2000-01-07 02:00:00,34599.9,21.8,99,3.4,26.0
2000-01-07 03:00:00,34148.59999999,21.7,99,3.3,25.8
2000-01-07 04:00:00,34121.39999999,21.8,99,3.9,25.9
2000-01-07 05:00:00,34896.99999998,21.9,99,3.8,26.0
2000-01-07 06:00:00,35411.19999998,22.0,98,4.5,26.0
2000-01-07 07:00:00,37217.39999999,23.0,95,3.8,27.4
2000-01-07 08:00:00,40181.59999999001,24.6,87,5.2,29.0
2000-01-07 09:00:00,42414.29999999,25.8,86,4.2,30.9
2000-01-07 10:00:00,43319.0,27.2,82,3.1,33.7
2000-01-07 11:00:00,42645.49999999,28.2,79,3.1,35.6
2000-01-07 12:00:00,41867.6,28.9,71,2.4,35.9
2000-01-07 13:00:00,43180.79999999,29.9,63,3.1,36.3
2000-01-07 14:00:00,43911.29999998,28.1,71,0.4,33.9
2000-01-07 15:00:00,43731.79999999,27.4,75,3.3,32.1
2000-01-07 16:00:00,43631.0,27.0,78,1.6,32.1
2000-01-07 17:00:00,42603.59999997,25.2,82,5.5,29.2
2000-01-07 18:00:00,41378.2,23.9,89,0.8,28.7
2000-01-07 19:00:00,42466.59999999,23.6,93,1.1,28.5
2000-01-07 20:00:00,46107.19999999,23.3,96,3.1,28.1
2000-01-07 21:00:00,46322.7,23.2,96,2.2,28.0
2000-01-07 22:00:00,44818.59999998,23.2,95,1.1,28.2
2000-01-07 23:00:00,41721.49999999,22.8,98,1.8,27.6
2000-01-08 00:00:00,35316.6,22.6,98,2.7,27.2
2000-01-08 01:00:00,35865.19999999,22.4,98,3.7,26.7
2000-01-08 02:00:00,34638.69999998,22.1,98,5.5,26.1
2000-01-08 03:00:00,33791.29999998,22.1,97,4.9,26.0
2000-01-08 04:00:00,33639.89999999,22.0,98,6.0,25.8
2000-01-08 05:00:00,33895.49999999,21.8,98,5.5,25.6
2000-01-08 06:00:00,33214.2,21.9,98,7.9,25.3
2000-01-08 07:00:00,33422.799999990006,22.7,95,8.9,26.2
2000-01-08 08:00:00,35149.8,23.9,89,10.4,27.3
2000-01-08 09:00:00,36518.19999999,25.0,86,8.8,28.9
2000-01-08 10:00:00,36287.99999999,26.3,83,6.8,31.5
2000-01-08 11:00:00,36173.7,27.6,74,8.0,32.9
2000-01-08 12:00:00,36132.09999999,27.9,72,4.8,32.6
2000-01-08 13:00:00,36016.299999990006,26.9,75,2.7,31.4
2000-01-08 14:00:00,35882.099999989994,24.9,85,9.1,28.5
2000-01-08 15:00:00,35732.99999998,24.4,84,9.4,27.7
2000-01-08 16:00:00,35891.09999997,24.2,88,4.8,28.5
2000-01-08 17:00:00,36514.1,24.2,89,3.7,28.7
2000-01-08 18:00:00,37291.59999998,23.9,90,2.6,28.5
2000-01-08 19:00:00,39934.19999999,23.3,94,3.3,27.9
2000-01-08 20:00:00,45247.8,22.6,96,3.9,27.0
2000-01-08 21:00:00,45172.8,22.4,97,4.0,26.6
2000-01-08 22:00:00,43135.89999999,22.4,97,5.4,26.4
2000-01-08 23:00:00,39640.39999998,22.4,97,5.6,26.4
2000-01-09 00:00:00,36575.09999999,22.2,98,6.3,26.1
2000-01-09 01:00:00,34501.19999998,22.1,98,6.0,25.9
2000-01-09 02:00:00,33014.99999999,22.0,98,4.3,26.0
2000-01-09 03:00:00,32087.4,21.9,98,4.0,26.0
2000-01-09 04:00:00,31476.19999999,21.8,98,4.5,25.8
2000-01-09 05:00:00,31261.09999998,21.8,98,4.8,25.6
2000-01-09 06:00:00,29924.59999998,21.7,98,5.4,25.5
2000-01-09 07:00:00,28567.19999998,22.5,94,7.7,26.1
2000-01-09 08:00:00,29595.99999998,23.6,90,7.9,27.2
2000-01-09 09:00:00,30510.39999999,24.8,85,9.0,28.4
2000-01-09 10:00:00,30942.29999999,25.8,81,10.4,29.2
2000-01-09 11:00:00,31222.0,25.1,86,10.6,28.9
2000-01-09 12:00:00,31304.29999998,26.0,86,9.1,31.0
2000-01-09 13:00:00,31203.69999999,25.1,88,9.2,29.2
2000-01-09 14:00:00,31212.29999997,24.8,89,8.9,28.9
2000-01-09 15:00:00,31096.8,26.0,81,8.9,29.8
2000-01-09 16:00:00,31351.79999999,24.7,85,6.2,28.6
2000-01-09 17:00:00,31768.69999998,24.3,86,4.2,28.5
2000-01-09 18:00:00,33543.69999999,23.4,92,3.8,27.7
2000-01-09 19:00:00,36388.19999998999,22.7,95,5.1,26.7
2000-01-09 20:00:00,42462.89999999,22.2,95,5.9,25.9
2000-01-09 21:00:00,43821.5,21.9,96,6.8,25.4
2000-01-09 22:00:00,42149.59999999,21.8,96,7.6,25.1
2000-01-09 23:00:00,39136.59999999,21.5,97,7.6,24.7
2000-01-10 00:00:00,36148.09999999,21.4,97,7.1,24.7
2000-01-10 01:00:00,34018.69999999,21.3,97,6.4,24.6
2000-01-10 02:00:00,32805.99999999,21.3,97,6.2,24.7
2000-01-10 03:00:00,32407.7,21.4,97,7.4,24.6
2000-01-10 04:00:00,32505.9,21.2,97,8.0,24.2
2000-01-10 05:00:00,33190.29999998,21.2,97,7.5,24.3
2000-01-10 06:00:00,34779.1,21.2,97,8.2,24.1
2000-01-10 07:00:00,36911.19999999001,21.4,96,7.9,24.5
2000-01-10 08:00:00,40770.4,21.8,95,8.2,25.0
2000-01-10 09:00:00,42966.9,22.3,93,9.7,25.3
2000-01-10 10:00:00,43704.29999997,22.9,92,10.0,26.1
2000-01-10 11:00:00,43189.19999999001,23.3,92,8.1,27.0
2000-01-10 12:00:00,42457.69999999,24.8,89,6.7,29.3
2000-01-10 13:00:00,44101.69999999,25.4,87,6.1,30.1
2000-01-10 14:00:00,44711.3,26.1,84,6.4,30.7
2000-01-10 15:00:00,45029.1,24.9,89,8.4,29.2
2000-01-10 16:00:00,44562.4,25.1,86,9.2,29.0
2000-01-10 17:00:00,42787.59999998,24.8,85,8.8,28.4
2000-01-10 18:00:00,40768.29999998,24.2,87,6.1,28.1
2000-01-10 19:00:00,42009.5,23.6,89,5.6,27.5
2000-01-10 20:00:00,47161.59999999,23.1,91,6.4,26.8
2000-01-10 21:00:00,48033.29999999,22.7,92,7.0,26.3
2000-01-10 22:00:00,46531.9,22.3,94,7.3,25.7
2000-01-10 23:00:00,43175.19999998,22.0,95,6.2,25.5
2000-01-11 00:00:00,39420.2,21.7,96,6.6,25.1
2000-01-11 01:00:00,36877.09999998,21.5,97,5.7,25.0
2000-01-11 02:00:00,35686.199999979995,21.3,97,6.1,24.6
2000-01-11 03:00:00,35128.6,21.2,97,5.6,24.6
2000-01-11 04:00:00,35076.59999998,21.1,98,6.0,24.5
2000-01-11 05:00:00,35814.19999998,21.1,98,5.8,24.4
2000-01-11 06:00:00,36805.59999999,21.1,98,5.6,24.5
2000-01-11 07:00:00,38718.99999999,21.7,94,6.6,25.0
2000-01-11 08:00:00,41818.6,23.4,86,3.4,27.2
2000-01-11 09:00:00,43734.3,25.2,81,2.2,29.8
2000-01-11 10:00:00,44727.50000000001,26.7,75,1.8,32.0
2000-01-11 11:00:00,44346.1,28.0,69,1.8,34.6
2000-01-11 12:00:00,43567.8,29.0,66,1.5,36.0
2000-01-11 13:00:00,45230.39999998,29.5,66,1.8,36.6
2000-01-11 14:00:00,45962.2,29.7,65,4.6,35.8
2000-01-11 15:00:00,45610.39999999,29.1,66,6.2,33.7
2000-01-11 16:00:00,45343.7,28.0,69,7.9,31.6
2000-01-11 17:00:00,43135.19999999,27.2,72,5.1,31.2
2000-01-11 18:00:00,41433.09999999,26.0,79,4.7,30.2
2000-01-11 19:00:00,42501.49999999,25.2,82,5.1,29.3
2000-01-11 20:00:00,47445.09999998,24.6,84,6.2,28.5
2000-01-11 21:00:00,47880.69999997,24.1,86,5.5,28.1
2000-01-11 22:00:00,46863.89999999,23.7,89,6.0,27.5
2000-01-11 23:00:00,43714.99999999,23.3,90,6.9,27.0
2000-01-12 00:00:00,39820.5,23.0,93,5.6,27.0
2000-01-12 01:00:00,37773.0,22.6,95,3.3,26.8
2000-01-12 02:00:00,36349.89999999,22.0,97,4.8,25.9
2000-01-12 03:00:00,35452.8,22.4,94,3.3,26.4
2000-01-12 04:00:00,35513.299999990006,22.3,94,3.0,26.4
2000-01-12 05:00:00,36257.99999999,21.8,97,3.3,25.8
2000-01-12 06:00:00,36983.89999999,21.9,97,3.7,26.0
2000-01-12 07:00:00,38264.2,23.1,93,4.0,27.3
2000-01-12 08:00:00,41915.89999999,24.1,88,5.0,28.3
2000-01-12 09:00:00,44146.7,25.0,84,3.3,29.5
2000-01-12 10:00:00,44955.0,25.8,81,2.2,30.5
2000-01-12 11:00:00,44370.99999999,26.5,80,1.4,31.6
2000-01-12 12:00:00,43338.59999999,26.6,82,2.2,31.9
2000-01-12 13:00:00,45081.09999999,27.7,81,3.6,34.4
2000-01-12 14:00:00,46087.6,27.9,78,4.6,34.0
2000-01-12 15:00:00,45976.8,27.3,76,2.9,32.1
2000-01-12 16:00:00,45608.49999999,26.1,80,3.1,30.8
2000-01-12 17:00:00,44205.4,24.8,88,4.7,29.3
2000-01-12 18:00:00,42319.39999998,24.4,89,3.1,29.1
2000-01-12 19:00:00,43177.2,23.8,95,4.7,28.6
2000-01-12 20:00:00,47482.4,23.3,94,4.0,27.8
2000-01-12 21:00:00,48184.59999998,22.8,96,5.7,27.0
2000-01-12 22:00:00,46903.49999999,22.4,96,8.4,26.0
2000-01-12 23:00:00,44113.4,22.1,97,9.0,25.5
2000-01-13 00:00:00,40352.6,21.9,97,8.0,25.3
2000-01-13 01:00:00,37848.39999998,21.8,97,6.4,25.4
2000-01-13 02:00:00,36529.299999990006,21.8,96,5.4,25.4
2000-01-13 03:00:00,35979.00000000001,21.3,98,4.8,24.9
2000-01-13 04:00:00,35891.899999990004,21.2,97,3.7,24.9
2000-01-13 05:00:00,36430.3,21.3,98,2.9,25.1
2000-01-13 06:00:00,37551.2,21.4,97,4.0,25.2
2000-01-13 07:00:00,39202.59999999,22.2,95,4.3,26.2
2000-01-13 08:00:00,42712.29999998,23.4,91,4.2,27.7
2000-01-13 09:00:00,44663.09999999,25.0,86,4.3,29.5
2000-01-13 10:00:00,45281.89999999,26.8,80,3.8,32.8
2000-01-13 11:00:00,44803.39999997,27.8,76,1.5,34.0
2000-01-13 12:00:00,43957.99999999,28.7,69,2.6,34.7
2000-01-13 13:00:00,45483.89999997,26.9,77,4.7,31.4
2000-01-13 14:00:00,46326.49999998,27.0,78,8.6,31.1
2000-01-13 15:00:00,46275.0,26.7,77,7.6,30.7
2000-01-13 16:00:00,45533.19999999,26.4,78,6.2,30.5
2000-01-13 17:00:00,43758.100000000006,26.4,77,6.4,30.4
2000-01-13 18:00:00,41741.09999999,25.5,80,7.2,29.2
2000-01-13 19:00:00,43307.89999999,24.9,82,6.1,28.7
2000-01-13 20:00:00,48034.29999999,24.3,85,7.1,27.9
2000-01-13 21:00:00,48543.99999999,23.8,87,5.4,27.6
2000-01-13 22:00:00,47272.100000000006,23.3,89,5.4,27.1
2000-01-13 23:00:00,43826.1,22.8,92,4.7,26.6
2000-01-14 00:00:00,40358.7,22.5,93,4.5,26.3
2000-01-14 01:00:00,38181.29999998,22.2,94,4.5,26.0
2000-01-14 02:00:00,37070.49999999,21.8,95,4.0,25.6
2000-01-14 03:00:00,36506.79999999,21.4,96,4.0,25.1
2000-01-14 04:00:00,36119.79999999,21.0,97,4.5,24.4
2000-01-14 05:00:00,37221.29999998999,20.8,97,4.7,24.1
2000-01-14 06:00:00,38059.8,21.0,97,4.3,24.4
2000-01-14 07:00:00,39633.29999998,22.9,89,4.9,26.6
2000-01-14 08:00:00,43363.0,24.7,80,5.0,28.4
2000-01-14 09:00:00,45574.39999999,26.3,74,4.9,30.3
2000-01-14 10:00:00,46309.99999997999,27.6,72,4.8,33.2
2000-01-14 11:00:00,45572.2,28.5,71,4.6,35.6
2000-01-14 12:00:00,44819.19999998,29.3,67,2.8,36.3
2000-01-14 13:00:00,46080.59999998,29.7,62,2.9,34.9
2000-01-14 14:00:00,46916.39999999,28.8,66,3.9,33.3
2000-01-14 15:00:00,46590.29999999,28.7,66,5.0,32.7
2000-01-14 16:00:00,45706.69999999,27.2,74,5.0,31.5
2000-01-14 17:00:00,43786.19999999,27.0,75,6.9,31.0
2000-01-14 18:00:00,42184.8,26.6,80,1.6,31.8
2000-01-14 19:00:00,43510.09999998,25.7,86,2.8,30.8
2000-01-14 20:00:00,47334.3,24.8,89,4.3,29.6
2000-01-14 21:00:00,47555.89999997,23.9,93,4.3,28.5
2000-01-14 22:00:00,47065.99999998,23.4,94,3.3,28.0
2000-01-14 23:00:00,44784.100000000006,22.9,96,3.3,27.4
2000-01-15 00:00:00,40690.89999999,22.5,97,4.6,26.7
2000-01-15 01:00:00,38279.6,21.9,98,4.6,25.9
2000-01-15 02:00:00,37137.39999999,21.7,98,3.9,25.7
2000-01-15 03:00:00,36296.79999999,21.6,98,4.4,25.4
2000-01-15 04:00:00,35958.19999999,21.4,98,4.5,25.2
2000-01-15 05:00:00,36018.799999979994,21.4,98,5.4,25.0
2000-01-15 06:00:00,35778.09999999,21.4,98,6.9,24.8
2000-01-15 07:00:00,35400.99999999,22.6,94,4.5,26.6
2000-01-15 08:00:00,37271.2,24.4,86,4.1,28.6
2000-01-15 09:00:00,38545.69999999,26.0,78,4.0,30.4
2000-01-15 10:00:00,38839.99999999,27.4,72,4.7,32.7
2000-01-15 11:00:00,38574.39999999,28.5,70,3.5,35.1
2000-01-15 12:00:00,38344.100000000006,29.5,69,1.6,37.7
2000-01-15 13:00:00,37941.39999997,30.1,63,0.7,37.5
2000-01-15 14:00:00,37549.79999999,29.9,64,1.0,36.2
2000-01-15 15:00:00,37145.8,28.1,71,4.4,32.6
2000-01-15 16:00:00,37160.89999998,26.8,75,5.6,30.8
2000-01-15 17:00:00,36907.69999997,26.4,77,5.6,30.5
2000-01-15 18:00:00,37937.09999999,26.0,80,2.9,30.6
2000-01-15 19:00:00,41287.09999999,25.5,82,1.0,30.4
2000-01-15 20:00:00,46506.79999998,25.0,85,2.1,29.7
2000-01-15 21:00:00,46582.89999999,23.8,93,4.4,28.3
2000-01-15 22:00:00,44864.39999999,23.3,94,4.9,27.6
2000-01-15 23:00:00,41591.2,23.1,95,4.7,27.4
2000-01-16 00:00:00,38569.89999998,22.8,96,4.0,27.1
2000-01-16 01:00:00,36356.2,22.7,95,6.7,26.5
2000-01-16 02:00:00,34931.29999999,22.1,96,11.1,25.1
2000-01-16 03:00:00,34028.5,21.6,97,7.6,24.9
2000-01-16 04:00:00,33612.29999997,21.6,96,5.1,25.3
2000-01-16 05:00:00,33301.69999998,21.6,97,4.7,25.3
2000-01-16 06:00:00,32028.59999998,21.6,98,7.6,25.0
2000-01-16 07:00:00,30585.6,22.1,97,9.4,25.5
2000-01-16 08:00:00,30929.6,23.4,95,7.1,27.5
2000-01-16 09:00:00,31624.9,24.2,92,6.1,28.7
2000-01-16 10:00:00,32175.99999998,25.0,89,4.9,29.8
2000-01-16 11:00:00,32340.7,25.9,83,2.9,30.8
2000-01-16 12:00:00,32381.39999999,26.6,77,1.6,31.3
2000-01-16 13:00:00,32426.800000000003,27.4,74,1.5,32.5
2000-01-16 14:00:00,32426.19999999,28.0,71,2.5,33.2
2000-01-16 15:00:00,32498.59999998,28.6,66,3.4,32.8
2000-01-16 16:00:00,32531.5,28.4,67,3.3,32.5
2000-01-16 17:00:00,33046.399999999994,27.3,74,6.0,31.5
2000-01-16 18:00:00,34403.29999998,26.6,78,5.1,31.0
2000-01-16 19:00:00,37611.19999999,25.7,81,7.4,29.7
2000-01-16 20:00:00,43228.29999999,25.0,83,7.2,28.8
2000-01-16 21:00:00,44094.79999998,24.5,86,6.1,28.4
2000-01-16 22:00:00,42972.6,24.0,88,5.8,28.0
2000-01-16 23:00:00,40411.79999999,23.6,90,4.1,27.8
2000-01-17 00:00:00,37223.39999998,23.0,94,4.0,27.3
2000-01-17 01:00:00,35083.89999999,22.6,95,4.1,26.7
2000-01-17 02:00:00,34195.399999990004,22.2,96,3.8,26.4
2000-01-17 03:00:00,33909.19999999,21.9,97,4.2,25.9
2000-01-17 04:00:00,34248.8,21.6,98,4.2,25.5
2000-01-17 05:00:00,35328.29999999,21.3,98,4.4,25.0
2000-01-17 06:00:00,36559.59999997,21.3,98,3.8,25.1
2000-01-17 07:00:00,38709.39999998,23.8,92,3.3,28.4
2000-01-17 08:00:00,42622.7,25.6,84,4.0,30.2
2000-01-17 09:00:00,44689.799999990006,26.8,78,3.6,31.5
2000-01-17 10:00:00,45585.29999999,28.1,74,3.1,34.4
2000-01-17 11:00:00,44969.0,28.9,71,3.4,35.6
2000-01-17 12:00:00,44027.59999999,29.9,65,4.0,37.2
2000-01-17 13:00:00,45753.69999999,30.6,60,4.6,37.1
2000-01-17 14:00:00,46564.4,30.7,59,5.1,36.0
2000-01-17 15:00:00,46415.2,30.5,61,6.2,35.2
2000-01-17 16:00:00,46343.19999999,28.5,69,10.5,31.9
2000-01-17 17:00:00,44537.99999999,27.0,75,8.0,30.8
2000-01-17 18:00:00,41995.49999999,26.3,79,3.7,30.8
2000-01-17 19:00:00,42883.29999999,25.3,90,4.7,30.4
2000-01-17 20:00:00,47792.8,25.4,84,2.8,30.1
2000-01-17 21:00:00,48579.09999999,24.2,91,1.5,29.3
2000-01-17 22:00:00,47597.59999999,23.5,94,3.2,28.3
2000-01-17 23:00:00,44202.79999999,23.4,95,4.4,27.9
2000-01-18 00:00:00,40311.2,23.1,96,4.2,27.6
2000-01-18 01:00:00,38160.6,22.7,97,3.3,27.2
2000-01-18 02:00:00,37439.9,22.3,98,1.8,26.9
2000-01-18 03:00:00,36675.8,22.3,99,2.9,26.8
2000-01-18 04:00:00,35895.399999999994,22.0,99,4.9,26.0
2000-01-18 05:00:00,36636.79999999,22.1,98,7.2,25.8
2000-01-18 06:00:00,38493.29999999,22.2,98,4.7,26.4
2000-01-18 07:00:00,40419.8,22.7,96,2.9,27.2
